LEMMA,TAG,SENTENCE,,
hús,nhee,Þar bjó sá maður er,húss,hét
hús,nhfeg,En er þeir riðu upp í garðinn fyrir stofuna þá sá hann öðrum megin í garðinum hvar brunaði fram merki Ólafs konungs og þar hann sjálfur með og,húsanna,með honum og allir vel búnir
hús,nhfe,og,húsa,var lítill munur
hús,nhee,Nú sér Skúta hrossafjölda mikinn og þykist eigi vita hverju gegna,húss,
hús,nhee,« Vita vildi eg það Þórður minn hvort það varð þér voðaverk er eg fékk af þér högg í fyrra sumar,húss,hestaþingi eða hefir það að vilja þínum orðið og hvort bæta muntu þá vilja yfir
hús,nhfe,Saka-Steinn og Þóroddur,húsa,
hús,nheeg,« Það mun best að viða heim ótæpilega til hússins því að hér kunna oft,hússins,að koma og þurfa eldivið
hús,nhfe,Þá voru fallnir úr liði Bjarna fjórir,húsa,en þeir margir sárir er eftir lifðu
hús,nhee,Þeir töluðu um það að Þórður mundi eigi fritt fara í Laufási og þeir,húss,þannig og hafa hann við sér
hús,nhee,Þar bjó þá maður er,húss,gneisti hét
hús,nhee,Hann stóð upp og tekur sér beisl og gekk út síðan og sá hross,húss,garði
hús,nheeg,En er hendur hans voru lausar leysti hann bönd af,hússins,sér
hús,nhfe,Þar smíðaði Refur ferju mikla og bjuggu hana um,húsa,til byggða en bjuggu þar eftir um kaupskipið
hús,nhee,Og er þetta er,húss,heyra þau mannamál og er Eyjólfur þar kominn við hinn fimmtánda mann og hafa áður komið til húss og sjá döggslóðina sem vísað væri til
hús,nhee,En er skammt var af hádegi,húss,hún við og hleypur heim til húss
hús,nhfe,Fór hann sem skyndilegast norður til Þrándheims því að honum þótti þar vera allt megin En er Ólafur konungur kom í Þrándheim þá varð þar engi uppreist í móti honum og var hann þar til konungs tekinn og settist þar um haustið í Niðarósi og bjó þar til,húsa,og lét þar húsa konungsgarð og reisa þar Klemenskirkju í þeim stað sem nú stendur hún
hús,nhfe,Það var mikið musteri og gert sterklega að líminu svo að varla fékk brotið,húsa,er varðveittur í Ólafskirkju meðan Maríukirkja var í gerð
hús,nhee,Askmaður hafði króksviðu í hendi,húss,
kona,nveeg,Það er sagt að hann gerir heiman ferð sína einhverju sinni þess erindis að biðja Þorkötlu dóttur Halls frá Sandfelli en Hallur sagði að hann mundi eigi gifta dóttur sína svo vondum,konunnar,sem hann var og kvað það mörgum manni kunnigt vera að varla fékkst meiri ójafnaðarmaður en Þorsteinn var
kona,nvee,Ólafur lét vel yfir því,konu,
kona,nvfe,Önnur,kvenna,Ásgeirs hét Hrefna
kona,nvfe,« Hvað kvenna ertu,kvenna,
kona,nvee,En er jarl hætti að tala þá stóð upp Svíakonungur,konu,
kona,nvee,« Hvað er nú,konu,með oss
kona,nveeg,Og mun þér þetta draga til skammæðar því að velta hefir Þórður látið þyngra hlass þar þeir bræður drápu Sigurð,konunnar,slefu Gunnhildarson
kona,nveeg,Ölið skulum vér drekka en,konunnar,ráða kosti konunnar
kona,nvfe,En áður Eiríkur jarl fór úr landi stefndi hann til sín lendum,kvenna,og ríkum bóndum
kona,nvee,Um haustið fóru þeir Oddur norður í Grunnavík að þeim Snorra Magnússyni og Ólafi í Æðey með mikla sveit manna og kúguðu þá til,konu,fyrir för þá er þeir höfðu farið í Vatnsfjörð
kona,nvfe,Hann,kvenna,mesti klerkur
kona,nveeg,Voru flytjendur þessa máls bróðir hans og,konunnar,
kona,nvee,Síðan ríður hann á fund Ólafs Höskuldssonar og segir honum þau,konu,er þar höfðu gerst
kona,nvfe,» Hún spurði,Kvenna,
kona,nvfe,,kvenna,Þóris jarls þegjanda heitir Vigdís
kona,nvee,Sigurður,konu,þau að herfangi og þjáði
kona,nvfe,Hún bjó á þeim bæ er heitir í Arnarnesi út á strönd,kvenna,Svarfaðardal
kona,nvfe,En vér þykjumst hitt skilja að,kvenna,vill fyrir engan mun þig lausan láta en höfum það fyrir satt að þú munir fátt það er á Íslandi er til skemmtanar þá er þú situr á tali við Ingibjörgu konungssystur
kona,nvee,Um morguninn eftir ræddi kona ein um er þær,konu,utar eftir skálanum hversu konum skyldi skipa í sæti
kona,nvee,Eigi höfðu liðið langir tímar áður vinir,konu,fýstu að hann skyldi fá sér annarrar konu
kona,nvee,Svo ber til um haustið,konu,Óspakur kemur norður í Víðidal til konu þeirrar er Svala hét
kona,nvee,kom eg á hans vald og átti hann kost að drepa mig ef hann vildi en hann gaf mér líf og lagði það á við mig að eg skyldi á þinn,konu,fara að hans orðsendingu
kona,nvfe,Hildigunnur hét,kvenna,Starkaðar bróður Flosa
kona,nvee,Fóru þeir síðan og komu til,konu,tryggja í Hvini að jólum
kona,nvee,Nú sýndist Lofti sér óvarlegt að sitja í Dýrafirði fyrir ófriði Þorvalds og fór hann suður um,konu,
kona,nvfe,Þar var brúðurin í för með þeim og Þorgerður dóttir,kvenna,og var hún kvenna fríðust
kona,nvee,Finnboga var vel til,konu,og hélt honum mjög á loft fyrir sakir konu sinnar
kona,nvfe,Þar var Þorgerður,kvenna,hennar og Þráinn
kona,nvee,Hann var snemmendis uppivöðslumaður mikill og þótti allt lágt,konu,sér
kona,nveeg,» Ásbjörn kvað það eina hafa í millum borið að lítils var vert og kveðst eigi vilja,konunnar,kvenkostar missa fyrir það « ef eg kann að fá
kona,nvee,Nú fóru þeir með honum á Upplönd og höfðu þrjá tigu,konu,með sér og koma í þann stað er þeir skulu finnast
kona,nvee,Aron stökk þá til Barðastrandar og var í helli í Arnarbælisdal,konu,kosti konu þeirrar er bjó í Tungumúla
kona,nvfe,Hún var allra,kvenna,skörulegust
kona,nvfe,Hét sonur þeirra Einar en Ásvör,kvenna,
kona,nvee,« Óskylt ætla eg vera að halda lögum við þig er þú dæmir sjálfur hvers þú ert verður fyrir því að á voru,konu,mundi slíkt þykja þrælsgjöld er þú gerir um sjálfan þig
kona,nvfe,Hún var fyrst nunna,kvenna,Íslandi og einsetukona
konungur,nkee,Hann svarar og kvað sér,konungs,meiri von þykja að þeim færist þungt
konungur,nkee,Þórir dylur,konungs,ekki að hann hefði það heyrt
konungur,nkee,Ásgrímur kom út í Hvítá með Hallvarði gullskó og hafði bréf,konungs,á Grenjaðarstöðum
konungur,nkee,Þessi ofrausn gerðist þeim brátt að skaða miklum því að Erlings,konungs,sáu bera höggstaði á þeim
konungur,nkee,Urðu þá,konungs,jartegnir að helgum dómi Ólafs konungs
konungur,nkee,Gerðist þá mjög eftir leitað hverjir mestir,konungs,vinir Magnúss konungs eða hverjir mest mundu vita féhirslur hans eða gersemar
konungur,nkee,En Eyjólfur Guðmundarson að Möðruvöllum kvað hinn veginn oftast farið hafa að húskarlar,konungs,hafi fáir óbættir drepnir verið « og er enn eigi víst hversu lengi þeir allir eiga sigri að hrósa
konungur,nkee,sex vetra gamall,konungs,gamall
konungur,nkee,Tind,konungs,Tindsstöðum og þar hverjum sem honum þótti fallið vera
konungur,nkee,Þjóðólfur tekur hann upp og fer á,konungs,konungs og sýnir honum kyrtilinn
konungur,nkee,Fór þá Ólafur konungur norður í Víkina og settist um haustið í Borg og lét þangað draga öll föng þau er hann þurfti til veturvistar og sat þar fjölmennt um,konungs,
konungur,nkee,En er Þrændir spurðu til sanns að Sveinn jarl var andaður og hans var ekki von til Noregs þá snerist öll alþýða til hlýðni við Ólaf,konungs,
konungur,nkee,Sveinn var systurson Knúts konungs,konungs,
konungur,nkee,En konungur var þá,konungs,Upplöndum
konungur,nkee,jafnt þeir höfðingjar,konungs,Upplöndum eða í Víkinni er áður höfðu land haldið af Danakonungi
konungur,nkee,Þú hefir sannar jarteignir,konungs,en hefir áður óvingast við hann
konungur,nkee,,konungs,Gissur byskup
konungur,nkeeg,Voru margir,konungsins,sárir mjög en margir svo mjög mæddir að til einskis voru færir
konungur,nkee,En Eiríkur jarl síbyrti Barðanum við hið ysta,konungs,Ólafs konungs og hrauð það og hjó þegar það úr tengslum en lagði þá að því er þar var næst og barðist til þess er það var hroðið
konungur,nkee,tók þar til,konungs,er Jamtur höfðu gengið undir ríki Hákonar konungs Aðalsteinsfóstra og verið síðan lengi undir Noregskonungum
konungur,nkee,mönnum er það vildu hafa til féfangs sér að afla,konungs,og hafa upptektir þær er óvinir konungs sætu fyrir
konungur,nkee,systur Magnúss konungs,konungs,
konungur,nkee,Hann var þá roskinn er þetta er tíðinda og var,konungs,fræknastur
konungur,nkee,Hann fór af brókunum og skar rauf,konungs,setgeiranum og smeygði á sig og tók út höndunum og hjálp svo lífi sínu að sinni
konungur,nkee,fór á fund Sveins konungs og fékk þar góðar viðtökur og töluðu þeir löngum einmæli og kom það upp að lyktum að Finnur gekk til handa Sveini konungi og gerðist hans maður en Sveinn,konungs,gaf Finni jarldóm og Halland til yfirsóknar og var hann þar til landvarnar fyrir Norðmönnum
konungur,nkee,Kölluðust eigi konungsskipan vilja hafa,konungs,héruðum
konungur,nkee,Er það mitt ráð er þú kallir til,konungs,við þig sendimenn konungs og vil eg vera við ræðu yðra
konungur,nkee,Njósnarmenn Knúts konungs voru jafnan í her þeirra og komu sér í tal við marga menn og höfðu þeir fram féboð og vináttumál af hendi,konungs,en þar létu margir eftir leiðast og seldu þar til trú sína að þeir skyldu gerast menn Knúts konungs og halda landi honum til handa ef hann kæmi í Noreg
konungur,nkee,Konungsdóttir segir og kvaðst það hyggja að þess mundi ekki leita þurfa að,konungs,mundi sætt gera við Ólaf digra
konungur,nkfe,Magnús konungur hafði verið,konunga,
konungur,nkeeg,« Það hygg eg að þessi,konungsins,hafi bestu heilli boga upp dregið enda veit eg að nú skall þeim er skyldi
konungur,nkee,» Hallur sonur,konungs,var hirðmaður Inga konungs og var viðstaddur þessi tíðindi
konungur,nkee,svo mikið sem þar var í ábyrgð er konungurinn var sjálfur því að öllum þótti vís von að hann mundi látast fyrir þeim og fá minna hlut í,konungs,skiptum ef svo yrði sem líklegt mundi þykja fyrir sakir æsku konungs þeirra en harðfengi berserkjanna
konungur,nkee,Veittu Þorsteini margir lið að þessu,konungs,
konungur,nkee,Ingjaldur konungur var þá staddur,konungs,Ræningi að veislu er hann spurði að her Ívars konungs var þar nær kominn
konungur,nkee,Hann setti þegar hæl á auga Þorleifs og hleypti út úr,konungs,
konungur,nkee,Þá fékk Ólafur konungur til,konungs,við Hrærek þann mann er Sveinn hét og var hann frændi Hræreks konungs og hafði verið hans maður áður
konungur,nkee,Þá tók Haraldur konungur að eldast mjög en,konungs,hans voru þá mjög á legg komnir margir
konungur,nkee,» Þorsteinn segir,konungs,
konungur,nkee,En svo mikið hafði Haraldur konungur aukið álög og landsskyldir að jarlar hans höfðu meira ríki en,konungs,höfðu fyrrum
konungur,nkee,Það hafa menn fyrir satt að Knútur konungur hafi vitað um ferð,konungs,og hann mundi eigi svo farið hafa ef eigi hefði áður farið vináttumál milli þeirra Knúts konungs og þótti það birtast eftir þá er vinátta þeirra Knúts konungs og Háreks gerðist alkunna
konungur,nkee,Urðu þá þegar,konungs,jartegnir að helgum dómi Ólafs konungs
konungur,nkee,Þeir voru sumir er héldu sig,konungs,vetrum í Suðureyjum eða Orkneyjum en um sumrum herjuðu þeir í Noreg og gerðu mikinn skaða í ríki Haralds konungs
konungur,nkee,Lauk svo stefnu þeirri að Erlingur skyldi hafa sömu veislur sem hann hafði áður haft og settust niður allar sakir þær er konungur hafði,konungs,hendi Erlingi
konungur,nkee,Bræður Gyðu voru Tósti,konungs,
konungur,nkee,Þá fóru menn í milli Ólafs konungs og Eilífs og báðu bændur,konungs,lengi að þeir legðu þingstefnu milli sín og réðu frið með nokkuru móti
konungur,nkee,» Síðan réttist Hallfreður upp undir honum með fulltingi,konungs,og giftu Ólafs konungs
konungur,nkee,« Þú verður sjálfur,konungs,því að segja hvað þér þykir líklegast hvar eg hafi mest um lönd farið
konungur,nkee,En Sölvi klofi son,konungs,hafði undan komist og fór hann á Sunnmæri til Arnviðar konungs og bað hann sér fulltings og sagði svo
konungur,nkee,Móðir,konungs,var Helena dóttir Búrisláfs konungs úr Görðum austan
konungur,nkee,Ragnhildur hét Steini vináttu sinni fullkominni og hann skyldi þangað koma á hennar,konungs,ef hann þættist hennar liðsemdar þurfa
konungur,nkee,Þá lagði Þórir hundur spjóti til,konungs,á honum miðjum
konungur,nkee,Hann var eigi lengi páfi og er hann kallaður heilagur,konungs,
konungur,nkee,fékk menn til og lét fylgja honum til handa Guðmundi,konungs,Möðruvöllum
konungur,nkee,og vita,konungs,eigi bústað hans og eigi vitum vér manna frá honum komið svo að sögur gangi frá
konungur,nkee,Og er Egill var á brottu þá kallaði jarl til sín,konungs,tvo er hvortveggi hét Úlfur
konungur,nkee,Um veturinn er það sagt að,konungs,sá kemur til hirðarinnar er Hárekur heitir
konungur,nkee,Síðan töluðu þeir hvern þeir skyldu til konungs taka,konungs,
konungur,nkee,» Síðan bjóst Bárður og fór með Þorvaldi við alla sína menn á konungs,konungs,
konungur,nkee,Þeir Hallfreður riðu leið,konungs,þar til er þeir komu til Kálfs um farinn veg
konungur,nkee,ætlandi að vitja með,konungs,konungs
konungur,nkee,Önundur konungur hleypti njósnarmönnum á land upp,konungs,
konungur,nkee,Var þá sú veisla aukin og var þá drukkið brullaup Ólafs konungs og Ástríðar,konungs,með mikilli vegsemd
konungur,nkee,En er Ingiríður,konungs,Inga konungs gekk frá aftansöng þá kom hún að þar er veginn var Sigurður skrúðhyrna
konungur,nkee,að þeir skyldu hafa þvílíkan hlut ríkis af Gunnhildarsonum sem þeir höfðu áður haft af Hákoni,konungs,
konungur,nkee,Sneri þá Erlingur í brott með liði sínu,konungs,
konungur,nkeeg,Þá var konungur settur á stól þann er stóð á hauginum og hófu,konungsins,hann svo einkum til tignar og gáfu honum þá enn af nýju dýrar presentur og dýrkuðu hann sem þeir höfðu framast föng á
konungur,nkee,Og er það mál,konungs,að eigi hafi verri ferð farin verið í annars konungs veldi með miklu liði og líkaði Eiríki konungi illa við Magnús og hans menn og þótti þeir hafa mjög spottað sig er hann hafði komið í þessa ferð
konungur,nkee,Hefir sú,konungs,gæfa mest verið að eg hefi aldrei á flótta komið
konungur,nkee,Það bar og annað til að þá var andaður Knútur hinn ríki og dautt allt,konungs,afkvæmi
konungur,nkee,« Eg ætla mér herra ekki álengdar,konungs,yður að vera meðan eg á kost yður að fylgja
konungur,nkee,Var það nú fyrir skömmu er til hans komu tveir konungar norðan af Skotlandi af Fífi og gaf hann þeim upp reiði sína og,konungs,þau öll er þeir höfðu áður átt og þar með stórar vingjafir
konungur,nkee,Móðir hennar var Ingiríður,konungs,Sigurðar konungs sýr og Ástu
konungur,nkee,austur til Elfar og lá þar lengi um,konungs,
konungur,nkee,En er þetta spyrja þeir bræður,konungs,
konungur,nkee,hann átti Elínu,konungs,
konungur,nkee,En er hann varð var,konungs,her var kominn á hendur honum þá gekk hann út með það lið sem hann hafði
konungur,nkee,Var þeim Þorgilsi títt að flytja líkið í brott til,konungs,er það væri vel komið
konungur,nkee,Tveim vetrum síðar varð Hálfdan svarti bráðdauður inn í Þrándheimi að veislu nokkurri og var það mál manna að Gunnhildur konungamóðir hefði keypt að fjölkunnigri,konungs,að gera honum banadrykk
konungur,nkee,Haddur,konungs,
konungur,nkee,» Sæmundur kvaðst eigi mundu hætta lífi sínu fyrir hans,konungs,
konungur,nkee,stað sem fyrst hafði verið jarðað lík Ólafs konungs og var þar yfir sett altarið sem gröftur,konungs,hafði verið
konungur,nkee,,konungs,lét þegar kalla til sín jarlana og aðra höfðingja
konungur,nkee,Hann var ríkastur bóndi,konungs,Vermalandi og stórauðigur og þá gamall að aldri
konungur,nkee,Brátt höfðu,konungs,ámæli mikið til Sveins konungs og kenndu menn mest þó Alfífu allt það er í móti skapi þótti
konungur,nkee,tók þar Eyvind og lét drepa en gaf grið flestum mönnum hans og fóru þeir austur til,konungs,um haustið og komu á fund Ólafs konungs og sögðu honum frá aftöku Eyvindar
konungur,nkee,en þá höfðu sakar gerst ... hirðmaður Magnúss,konungs,hafði vegið hirðmann Haralds konungs og var lagður til sáttarfundur að konungar skyldu sjálfir finnast og skipa málinu
konungur,nkee,Síðan fór hann suður til,konungs,og staðfestist þar
konungur,nkee,Þær voru systur dætur Haralds konungs,konungs,Görðum austan
konungur,nkee,« Illa gerir,konungs,er þú kastar mjög svo kristni þinni
konungur,nkee,Þar næst sat Þorbjörn hornklofi en þar næst sat,konungs,Þorbjörn hornklofi en þar næst sat Ölvir hnúfa en honum hið næsta var skipað Bárði
konungur,nkfe,Ef göfgir,konunga,komu til konungs var þeim vel skipað
konungur,nkee,En er þing var sett þá var sleginn mannhringur um Þorgrím,konungs,
konungur,nkee,Þaðan fór hann út á Haðaland og út,konungs,Hringaríki
konungur,nkee,Skulum vér,konungs,þínir veita þér styrk til þess að þú komir aldrei síðan í slíkt öngþveiti
konungur,nkee,segir að Búrisláfur konungur var svo mikill vin Ólafs konungs að þegar er þeir fyndust mundi konungur fá Ólafi,konungs,allt það er hann beiddist
konungur,nkeeg,» segir hann,konungsins,
konungur,nkee,Ketill hóf þá upp bónorð sitt og biður Ólafar geisla sér til,konungs,og með fulltingi konungs þá giftir Þórir jarl Ólöfu dóttur sína Katli
konungur,nkee,« að siglanda mundi þykja þetta veður fyrir Jaðar ef Erlingur Skjálgsson hefði veislu búið fyrir oss,konungs,Sóla
konungur,nkee,kallaði að konungur væri ráðbani Kálfs og það væri blekking ein við Finn er hann hafði teygt Kálf bróður sinn vestan um haf,konungs,En er þessi ræða kom á loft þá mæltu það margir menn að það þótti grunnsælegt er Finnur hafði trúað því að Kálfur mundi fá trúnað Haralds konungs
konungur,nkee,Reið Sighvatur út til heiðar um kvöldið og varð fátt að kveðjum með þeim biskupi en hann kom heim til,konungs,föstudag langa
konungur,nkee,skar hár hans og negl því að hvorttveggja óx svo sem þá að hann væri lifandi,konungs,í þessum heimi
konungur,nkee,Þau voru systkin Úlfur jarl faðir Sveins konungs og Gyða móðir,konungs,
konungur,nkee,kvað engi skip skyldu ganga til Íslands það,konungs,
konungur,nkee,Drangaland og Drangavík til,konungs,og bjó að Dröngum alla ævi
konungur,nkee,Og víst máttu vita það að eg tel mér misboðið í vígi Þorgeirs hirðmanns míns og þökk kynni eg,konungs,yrði hefnt
konungur,nkfe,Er mér sagt gott frá landakostum að þar gangi fé sjálfala,konunga,vetrum en fiskur í hverju vatni
konungur,nkee,Þar var og Jón Loftsson,konungs,
konungur,nkee,En er þeir komu í Voga drápu þeir Svein prest og,konungs,hans tvo
konungur,nkee,Eg vil bjóða fé fyrir mann þenna til þess að hann haldi lífi sínu og limum en þér,konungs,skapið og skerið um allt annað
konungur,nkee,Ólafur Noregskonungur fékk Ingiríðar dóttur Sveins Danakonungs en Ólafur Danakonungur Sveinsson fékk,konungs,dóttur Haralds konungs
konungur,nkee,Lýkur svo þinginu að,konungs,var til konungs tekinn
konungur,nkee,Þá gaf Haraldur til liðs sér lén og veislur lendum mönnum en réttarbætur bóndum þeim er í,konungs,snerust með honum
konungur,nkee,Þeir voru hirðmenn,konungs,konungs
konungur,nkee,Þórarinn segir honum orðsending og vináttumál,konungs,Ólafs konungs er fylgdu viðurtöku Hræreks konungs
konungur,nkee,,konungs,er Ragnhildur hét
konungur,nkee,Í þeirri hríð féll Ingi konungur en Ormur,konungs,hans hélt þá upp orustu
konungur,nkee,lagði fyrst til,konungs,og gekk þar mart fólk undir hann en hann tók gjöld af sumum
konungur,nkee,En hver,konungs,er kom á fund Knúts konungs og hann vildi þýðast þá fengu allir af honum fullar hendur fjár
konungur,nkee,Halldór gekk jafnan til,konungs,og sagði henni mörg ævintýr þau sem utanlands höfðu gerst í ferðum þeirra Haralds konungs
konungur,nkee,Þá hafði hann verið konungur að Noregi sex vetur og tuttugu en hann var til,konungs,tekinn einum vetri eftir fall Haralds konungs
konungur,nkee,Gerðu þeir þá sendimenn upp til,konungs,á fund Jarisleifs konungs með þeim orðsendingum að þeir buðu Magnúsi syni Ólafs konungs hins helga að taka við honum og fylgja honum til Noregs og veita honum styrk til þess að hann næði föðurleifð sinni og halda hann til konungs yfir landi
konungur,nkee,En er Magnús konungur kom til,konungs,með her sinn þá flýði Lögmaður undan herinum og var í eyjunum en að lyktum tóku menn Magnúss konungs hann með skipsögn sína þá er hann vildi flýja til Írlands
konungur,nkee,Fóru þeir nótt og dag og sneru til,konungs,og þaðan norður um Dofrafjall og léttu eigi fyrr en þeir komu á fund Hákonar konungs og sögðu um sína ferð sem farið hafði
konungur,nkee,Egill gekk á fund,konungs,og bar fyrir hann sín erindi og þar með orðsending Aðalsteins konungs og jartegnir hans
konungur,nkee,Þá kom og til,konungs,Álfhildur móðir Magnúss konungs
konungur,nkee,Þá hafði hann verið konungur yfir Danmörk sjö,konungs,og tuttugu en bæði og yfir Englandi fjóra vetur og tuttugu en þar með yfir Noregi sjö vetur
konungur,nkee,eigi heldur,konungs,eða Sigurð orm í auga eða Ragnar loðbrók
konungur,nkee,Þorkell heyrir brestinn og lítur til,konungs,
konungur,nkee,Eigi var Vilhjálmur bastarður konungssonur og var hann vígður og kórónaður til konungs yfir Englandi og hefir síðan haldist konungdómur í hans ætt,konungs,Englandi og allir verið kórónaðir
konungur,nkee,en sýnir þú það sem talað er til,konungs,að þér séuð mjög einrænir en varðst þú við nokkuð var
konungur,nkee,En Þorgils bóndi og,konungs,hans Grímur þóttust vita hvaðan af þessi atburður mundi hafist hafa
konungur,nkee,« Það er öllum auðsýnt mönnum að konungur má gera af,konungs,Óttars það sem hann vill þó eð hann skýrði um kvæði þetta
konungur,nkee,Mér þótti hann standa upp í móti mér og breiða faðminn og kveðja mig,konungs,
konungur,nkee,hann Sigvalda jarl til Vindlands að njósna um ferð,konungs,og gildra svo til að fundur þeirra Sveins konungs mætti verða og Ólafs konungs
konungur,nkee,Sögðu þeir þau orð páfans að hann gaf í vald,konungs,biskupskosning í Hamri og þó með því móti að hann skyldi öngvan annan til kjósa en Gillibert eftir því sem konungs vilji var til
konungur,nkee,Sátu menn þeirra Sigtryggs konungs og Gilla jarls innar frá en utar frá Sigurði jarli sat Flosi og,konungs,Síðu-Hallsson og var skipuð öll höllin
konungur,nkee,Magnús sonur,konungs,konungs
konungur,nkee,Þar varð hann sóttdauður og er hann heygður,konungs,Borró
konungur,nkee,Eiríkur jarl Hákonarson og Sveinn bróðir hans og aðrir frændur,konungs,og vinir flýðu landið og sóttu austur í Svíaveldi til Ólafs konungs hins sænska og fengu þar góðar viðtökur
konungur,nkee,síðan norður um fjall,konungs,
konungur,nkfe,þá fóru þeir til vináttumál mikil svo að það var bert fyrir alþýðu en þó ræddu þeir marga,konunga,sín í milli þá er þeir tveir vissu og varð það sumt síðar framgengt og öllum augljóst
konungur,nkee,vináttu,konungs,og heimboð og þar með góðar gjafir
konungur,nkee,En er við urðu varir Knúts,konungs,menn þá drógu þeir her saman og urðu brátt fjölmennir svo að synir Aðalráðs konungs höfðu ekki liðsafla við og sáu þann sinn kost helst að halda í brott og aftur vestur til Rúðu
konungur,nkee,og þá kom til Gautviður fóstbróðir hans og leiddi hann í brott til Svipdags blinda fósturföður,konungs,og sagði honum að illa hafði að farið og hann var ósterkari og óþróttkari í leiknum en Álfur sonur Yngvars konungs
konungur,nkee,En á morgun er þú ert klæddur gakk þú út á holt það er hér er skammt,konungs,þingstöðinni þar sem götur mætast
konungur,nkee,Þá var liðið,konungs,falli Ólafs konungs Tryggvasonar þrettán vetur
konungur,nkee,« Gakk nú og finn vin minn Finn Árnason og bið hann ganga fyrir,konungs,og biðja mér eirðar af honum að hann fyrirlíti mig eigi svo sem á horfist
konungur,nkee,Eysteinn konungur brenndi,konungs,Gregoríusar og hjó búið
konungur,nkee,En á þessi stefnu fannst það,konungs,orðum konungs að hann mundi taka festu til þessa máls af þeim færeyskum mönnum er þá voru þar komnir ef þeir vildu það sáttmál svardögum binda
konungur,nkee,En er Kálfur kom á fund Knúts konungs þá fagnaði,konungs,honum forkunnar vel og hafði á tali við sig
konungur,nkeeg,Fám nóttum síðar kom,konungsins,inn aftur til bæjar og hafði hann farið í eyjar út að skemmta sér
konungur,nkee,En,konungs,þeir hinir skosku stóðu þá ekki lengi þegar er þeir sáu að aðrir flýðu þeirra félagar
konungur,nkee,Fýsti eg þig mjög hingaðfararinnar en nú vil eg hins biðja að þú farir heim sem skyndilegast og,konungs,með að þú komir eigi á fund Haralds konungs nema betri verði sætt ykkur en mér þykir nú á horfast og gæt þín vel fyrir konungi og hans mönnum
konungur,nkee,Eftir þetta efnar Ingimundur til brúðhlaupsgerðar og að því búnu kemur þar Haraldur,konungs,og mart annað stórmenni
konungur,nkee,Voru það sendimenn Haralds konungs með þeim erindum til Sigurðar jarls,konungs,konungur vildi drepa láta Björn Brynjólfsson hvar sem hann yrði áhendur og slíkar orðsendingar gerði hann til Suðureyja allt til Dyflinnar
konungur,nkee,Og mun eg enn,konungs,hverfa en koma skal eg í þriðja sinn
konungur,nkee,En Knútur konungur er nú,konungs,Englandi
konungur,nkee,yrkir drápu í myrkvastofunni,konungs,þrem nóttum
konungur,nkee,Gunnlaugur kom til Uppsala nær þingi,konungs,um vorið og er hann náði konungs fundi kvaddi hann konunginn
konungur,nkee,Það var einn dag að til eyjanna komu,konungs,nokkur og lögðu allnær kaupskipinu
konungur,nkee,Fyrir þessum ófriði stökk Þangbrandur til,konungs,og kom á fund Ólafs konungs og sagði honum hvað til tíðinda hafði borið í sinni ferð og kvaðst það hyggja að eigi mundi kristni við gangast á Íslandi
konungur,nkee,Fékk Sighvatur þá svo mikla virðing að engi af íslenskum mönnum fékk þá slíka,konungs,
konungur,nkee,Kom hann sér vel með tignum,konungs,því að öllum féllu vel í skap hættir hans og skaplyndi
konungur,nkee,En það var ekki í þann tíma að menn færu úr landi kaupferðir utan konungur gæfi leyfi til og var sök,konungs,hverjum er hann færi ólofað
konungur,nkee,Halli bað hann hafa þökk fyrir en kveðst með konunginum vilja vera ef þess væri,konungs,
konungur,nkee,hitti þar Hákon jarl mág sinn,konungs,
konungur,nkee,Þá spurði hann það af ritsendingum Ingigerðar konungsdóttur að til,konungs,höfðu komið sendimenn Jarisleifs konungs austan úr Hólmgarði að biðja Ingigerðar dóttur Ólafs Svíakonungs til handa Jarisleifi og það með að Ólafur konungur tók þessu allvænt
konungur,nkee,Einar varð fyrstur til,konungs,að halda upp helgi Ólafs konungs
konungur,nkee,Þá báru þeir upp líkið og inn í eyðiskemmu nokkura er þar stóð upp,konungs,öðrum húsum
konungur,nkee,En jarl segir þegar að Knútur konungur hafði boðið honum það erindi að skilnaði,konungs,að hann vildi að þeir tækju til konungs yfir Danaveldi Hörða-Knút son Knúts konungs
konungur,nkee,Ólafur konungur var þar,konungs,í bænum
konungur,nkee,En Svíakonungur ætlaði að Ólafur konungur mundi þar bíða frera og þótti Svíakonungi,konungs,vert um her Ólafs konungs því að hann hafði lítið lið
konungur,nkee,Var þar Magnús til konungs tekinn um,konungs,allt
konungur,nkee,Síðan var Þorgils í boði,konungs,
konungur,nkee,Bárður mælti,konungs,
konungur,nkee,höggur nú bæði stórt og tíðum og drepur þrjá menn,konungs,lítilli stundu en hinn er fyrir stóð áður drap einn
konungur,nkee,Týndist það fólkið er á landi var og mart það er,konungs,skipum var en allir þeir er því komu við hjuggu festar sínar og leystust út og rak skipin mjög sundurlaus
konungur,nkee,Það er alþýðu,konungs,að ekki mannfall hafi orðið jafnmikið á Norðurlöndum í kristnum sið sem það er varð á Hlýrskógsheiði af Vindum
konungur,nkee,,konungs,Gissur byskup
konungur,nkee,Hann þekktist þetta því að hann hafði ekki herjað,konungs,ríki Granmars konungs
konungur,nkee,Móðir,konungs,var Ingiríður dóttir Sigurðar konungs sýr og Ástu
